阿鼻地狱 a.bi.di.yu
抱屈衔冤 bao.qu.xian.yuan
饱人不知饿人饥 bao.ren.bu.zhi.e.ren.ji
褒善贬恶 bao.shan.bian.e
宝山空回 bao.shan.kong.hui
饱食暖衣 bao.shi.nuan.yi
饱食终日 bao.shi.zhong.ri
豹死留皮 bao.si.liu.pi
保泰持盈 bao.tai.chi.ying
暴殄天物 bao.tian.tian.wu
暴跳如雷 bao.tiao.ru.lei
爆跳如雷 bao.tiao.ru.lei
抱头大哭 bao.tou.da.ku
豹头环眼 bao.tou.huan.yan
抱头鼠窜 bao.tou.shu.cuan
抱头痛哭 bao.tou.tong.ku
抱蔓摘瓜 bao.wan.zhai.gua
抱瓮出灌 bao.weng.chu.guan
抱瓮灌园 bao.weng.guan.yuan
饱飨老拳 bao.xiang.lao.quan
抱薪救焚 bao.xin.jiu.fen
抱薪救火 bao.xin.jiu.huo
包羞忍耻 bao.xiu.ren.chi
饱学之士 bao.xue.zhi.shi
褒衣博带 bao.yi.bo.dai
饱以老拳 bao.yi.lao.quan
褒衣危冠 bao.yi.wei.guan
报应不爽 bao.ying.bu.shuang
保盈持泰 bao.ying.chi.tai
抱玉握珠 bao.yu.wo.zhu
鲍鱼之次 bao.yu.zhi.ci
鲍鱼之肆 bao.yu.zhi.si
抱怨雪耻 bao.yuan.xue.chi
暴躁如雷 bao.zao.ru.lei
宝珠市饼 bao.zhu.shi.bing
抱子弄孙 bao.zi.nong.sun
鲍子知我 bao.zi.zhi.wo
背暗投明 bei.an.tou.ming
卑卑不足道 bei.bei.bu.zu.dao
背碑覆局 bei.bei.fu.ju
背本就末 bei.ben.jiu.mo
背本趋末 bei.ben.qu.mo
卑鄙龌龊 bei.bi.wo.chuo
卑鄙无耻 bei.bi.wu.chi
北鄙之声 bei.bi.zhi.sheng
北鄙之音 bei.bi.zhi.yin
悲不自胜 bei.bu.zi.sheng
卑不足道 bei.bu.zu.dao
卑谄足恭 bei.chan.zu.gong
备尝艰苦 bei.chang.jian.ku
备尝辛苦 bei.chang.xin.ku
北辰星拱 bei.chen.xing.gong
背城借一 bei.cheng.jie.yi
背城一战 bei.cheng.yi.zhan
被宠若惊 bei.chong.ruo.jing
悲愁垂涕 bei.chou.chui.ti
北窗高卧 bei.chuang.gao.wo
卑辞厚币 bei.ci.hou.bi
卑辞厚礼 bei.ci.hou.li
卑辞重币 bei.ci.zhong.bi
悲从中来 bei.cong.zhong.lai
背道而驰 bei.dao.er.chi
倍道而进 bei.dao.er.jin
倍道而行 bei.dao.er.xing
倍道兼进 bei.dao.jian.jin
倍道兼行 bei.dao.jian.xing
北道主人 bei.dao.zhu.ren
北斗之尊 bei.dou.zhi.zun
备多力分 bei.duo.li.fen
背恩负义 bei.en.fu.yi
背恩弃义 bei.en.qi.yi
背恩忘义 bei.en.wang.yi
备而不用 bei.er.bu.yong
悲愤填膺 bei.fen.tian.ying
北风之恋 bei.feng.zhi.lian
背腹受敌 bei.fu.shou.di
悲歌击筑 bei.ge.ji.zhu
悲歌慷慨 bei.ge.kang.kai
悲歌易水 bei.ge.yi.shui
杯羹之让 bei.geng.zhi.rang
卑宫菲食 bei.gong.fei.shi
杯觥交错 bei.gong.jiao.cuo
卑躬屈节 bei.gong.qu.jie
卑躬屈膝 bei.gong.qu.xi
杯弓蛇影 bei.gong.she.ying
杯弓市虎 bei.gong.shi.hu
背公向私 bei.gong.xiang.si
北宫婴儿 bei.gong.ying.er
背公营私 bei.gong.ying.si
悲观厌世 bei.guan.yan.shi
北郭先生 bei.guo.xian.sheng
陂湖禀量 bei.hu.bing.liang
悲欢离合 bei.huan.li.he
背惠食言 bei.hui.shi.yan
背井离乡 bei.jing.li.xiang
杯酒戈矛 bei.jiu.ge.mao
杯酒解怨 bei.jiu.jie.yuan
杯酒释兵权 bei.jiu.shi.bing.quan
杯酒言欢 bei.jiu.yan.huan
卑礼厚币 bei.li.hou.bi
北门管钥 bei.men.guan.yue
北门南牙 bei.men.nan.ya
北门锁钥 bei.men.suo.yue
北门之管 bei.men.zhi.guan
北门之寄 bei.men.zhi.ji
背盟败约 bei.meng.bai.yue
北面称臣 bei.mian.cheng.chen
杯茗之敬 bei.ming.zhi.jing
杯盘狼藉 bei.pan.lang.ji
杯盘狼籍 bei.pan.lang.ji
贝阙珠宫 bei.que.zhu.gong
倍日并行 bei.ri.bing.xing
悖入悖出 bei.ru.bei.chu
背山起楼 bei.shan.qi.lou
杯蛇鬼车 bei.she.gui.che
杯蛇幻影 bei.she.huan.ying
卑身贱体 bei.shen.jian.ti
卑身屈体 bei.shen.qu.ti
悲声载道 bei.sheng.zai.dao
杯水车薪 bei.shui.che.xin
杯水粒粟 bei.shui.li.su
背水一战 bei.shui.yi.zhan
杯水之敬 bei.shui.zhi.jing
杯水之谢 bei.shui.zhi.xie
北叟失马 bei.sou.shi.ma
悲天悯人 bei.tian.min.ren
悲痛欲绝 bei.tong.yu.jue
备位充数 bei.wei.chong.shu
悲喜交集 bei.xi.jiao.ji
背乡离井 bei.xiang.li.jing
背信弃义 bei.xin.qi.yi
悖言乱辞 bei.yan.luan.ci
背义负恩 bei.yi.fu.en
背义负信 bei.yi.fu.xin
背义忘恩 bei.yi.wang.en
卑以自牧 bei.yi.zi.mu
北辕适楚 bei.yuan.shi.chu
北辕适粤 bei.yuan.shi.yue
被泽蒙庥 bei.ze.meng.xiu
北辙南辕 bei.zhe.nan.yuan
卑之无甚高论 bei.zhi.wu.shen.gao.lun
杯中物 bei.zhong.wu
本固邦宁 ben.gu.bang.ning
本来面目 ben.lai.mian.mu
本末倒置 ben.mo.dao.zhi
坌鸟先飞 ben.niao.xian.fei
笨鸟先飞 ben.niao.xian.fei
本同末离 ben.tong.mo.li
本同末异 ben.tong.mo.yi
本乡本土 ben.xiang.ben.tu
本相毕露 ben.xiang.bi.lu
本小利微 ben.xiao.li.wei
本性难移 ben.xing.nan.yi
奔轶绝尘 ben.yi.jue.chen
奔逸绝尘 ben.yi.jue.chen
本支百世 ben.zhi.bai.shi
本枝百世 ben.zhi.bai.shi
奔走呼号 ben.zou.hu.hao
奔走相告 ben.zou.xiang.gao
奔走之友 ben.zou.zhi.you
奔走钻营 ben.zou.zuan.ying
笨嘴笨舌 ben.zui.ben.she
笨嘴拙舌 ben.zui.zhuo.she
笔饱墨酣 bi.bao.mo.han
比比皆是 bi.bi.jie.shi
闭壁清野 bi.bi.qing.ye
逼不得已 bi.bu.de.yi
必不挠北 bi.bu.nao.bei
必操胜券 bi.cao.sheng.quan
匕鬯不惊 bi.chang.bu.jing
彼倡此和 bi.chang.ci.he
彼唱此和 bi.chang.ci.he
弊车羸马 bi.che.lei.ma
彼此彼此 bi.ci.bi.ci
蔽聪塞明 bi.cong.se.ming
笔大如椽 bi.da.ru.chuan
鼻端出火 bi.duan.chu.huo
鼻端生火 bi.duan.sheng.huo
鼻垩挥斤 bi.e.hui.jin
避而不谈 bi.er.bu.tan
毙而后已 bi.er.hou.yi
笔伐口诛 bi.fa.kou.zhu
避烦斗捷 bi.fan.dou.jie
敝盖不弃 bi.gai.bu.qi
闭閤思过 bi.ge.si.guo
闭閤自责 bi.ge.zi.ze
笔耕砚田 bi.geng.yan.tian
必恭必敬 bi.gong.bi.jing
毕恭毕敬 bi.gong.bi.jing
必躬必亲 bi.gong.bi.qin
敝鼓丧豚 bi.gu.sang.tun
避瓜防李 bi.gua.fang.li
闭关却扫 bi.guan.que.sao
闭关锁国 bi.guan.suo.guo
闭关自守 bi.guan.zi.shou
闭关自主 bi.guan.zi.zhu
避害就利 bi.hai.jiu.li
碧海青天 bi.hai.qing.tian
璧合珠联 bi.he.zhu.lian
璧合珠连 bi.he.zhu.lian
闭户读书 bi.hu.du.shu
比户可封 bi.hu.ke.feng
避毁就誉 bi.hui.jiu.yu
避祸就福 bi.huo.jiu.fu
避祸求福 bi.huo.qiu.fu
避迹藏时 bi.ji.cang.shi
避迹违心 bi.ji.wei.xin
比肩并起 bi.jian.bing.qi
比肩叠迹 bi.jian.die.ji
比肩叠踵 bi.jian.die.zhong
比肩而立 bi.jian.er.li
比肩继踵 bi.jian.ji.zhong
比肩接迹 bi.jian.jie.ji
比肩接踵 bi.jian.jie.zhong
比肩连袂 bi.jian.lian.mei
比肩齐声 bi.jian.qi.sheng
壁间蛇影 bi.jian.she.ying
比肩随踵 bi.jian.sui.zhong
比肩系踵 bi.jian.xi.zhong
彼竭我盈 bi.jie.wo.ying
避阱入坑 bi.jing.ru.keng
闭境自守 bi.jing.zi.shou
弊绝风清 bi.jue.feng.qing
避军三舍 bi.jun.san.she
避君三舍 bi.jun.san.she
避坑落井 bi.keng.luo.jing
鼻孔朝天 bi.kong.chao.tian
鼻孔辽天 bi.kong.liao.tian
鼻孔撩天 bi.kong.liao.tian
闭口捕舌 bi.kou.bu.she
闭口不言 bi.kou.bu.yan
闭口藏舌 bi.kou.cang.she
闭口结舌 bi.kou.jie.she
比类从事 bi.lei.cong.shi
壁垒森严 bi.lei.sen.yan
必里迟离 bi.li.chi.li
鄙俚浅陋 bi.li.qian.lou
壁立千仞 bi.li.qian.ren
髀里肉生 bi.li.rou.sheng
避李嫌瓜 bi.li.xian.gua
比量齐观 bi.liang.qi.guan
逼良为娼 bi.liang.wei.chang
鄙吝复萌 bi.lin.fu.meng
筚路蓝缕 bi.lu.lan.lv
碧落黄泉 bi.luo.huang.quan
闭门不出 bi.men.bu.chu
闭门不纳 bi.men.bu.na
闭门读书 bi.men.du.shu
闭门羹 bi.men.geng
荜门圭窦 bi.men.gui.dou
筚门闺窦 bi.men.gui.dou
闭门酣歌 bi.men.han.ge
闭门合辙 bi.men.he.zhe
闭门墐户 bi.men.jin.hu
闭门觅句 bi.men.mi.ju
闭门却轨 bi.men.que.gui
闭门却扫 bi.men.que.sao
闭门塞窦 bi.men.sai.dou
闭门塞户 bi.men.sai.hu
闭门扫轨 bi.men.sao.gui
闭门扫迹 bi.men.sao.ji
闭门思过 bi.men.si.guo
闭门思愆 bi.men.si.qian
闭门投辖 bi.men.tou.xia
闭门造车 bi.men.zao.che
闭门自守 bi.men.zi.shou
避面尹邢 bi.mian.yin.xing
蔽明塞聪 bi.ming.sai.cong
闭明塞聪 bi.ming.sai.cong
笔墨官司 bi.mo.guan.si
比目连枝 bi.mu.lian.zhi
闭目塞耳 bi.mu.sai.er
闭目塞听 bi.mu.se.ting
避难就易 bi.nan.jiu.yi
避难趋易 bi.nan.qu.yi
避溺山隅 bi.ni.shan.yu
毕其功于一役 bi.qi.gong.yu.yi.yi
避其锐气 bi.qi.rui.qi
避其锐气击其惰归 bi.qi.rui.qi.ji.qi.duo.gui
避强打弱 bi.qiang.da.ruo
避强击惰 bi.qiang.ji.duo
避强击弱 bi.qiang.ji.ruo
鼻青额肿 bi.qing.e.zhong
鼻青脸肿 bi.qing.lian.zhong
鼻青眼乌 bi.qing.yan.wu
鼻青眼肿 bi.qing.yan.zhong
鼻青眼紫 bi.qing.yan.zi
比权量力 bi.quan.liang.li
避让贤路 bi.rang.xian.lu
避人耳目 bi.ren.er.mu
逼人太甚 bi.ren.tai.shen
蔽日干云 bi.ri.gan.yun
髀肉复生 bi.rou.fu.sheng
笔扫千军 bi.sao.qian.jun
闭塞眼睛捉麻雀 bi.se.yan.jing.zhuo.ma.que
比上不足 bi.shang.bu.zu
比上不足比下有馀 bi.shang.bu.zu.bi.xia.you.yu
比上不足比下有余 bi.shang.bu.zu.bi.xia.you.yu
逼上梁山 bi.shang.liang.shan
避实击虚 bi.shi.ji.xu
避世金马 bi.shi.jin.ma
避世金门 bi.shi.jin.men
避实就虚 bi.shi.jiu.xu
避世绝俗 bi.shi.jue.su
避世离俗 bi.shi.li.su
避世墙东 bi.shi.qiang.dong
比手划脚 bi.shou.hua.jiao
避俗趋新 bi.su.qu.xin
鼻塌脣青 bi.ta.chun.qing
鼻塌嘴歪 bi.ta.zui.wai
敝綈恶粟 bi.ti.e.su
鼻头出火 bi.tou.chu.huo
笔头生花 bi.tou.sheng.hua
敝帷不弃 bi.wei.bu.qi
比物丑类 bi.wu.chou.lei
比物此志 bi.wu.ci.zhi
比物假事 bi.wu.jia.shi
比屋可封 bi.wu.ke.feng
比物连类 bi.wu.lian.lei
比屋连甍 bi.wu.lian.meng
比物属事 bi.wu.zhu.shi
婢膝奴颜 bi.xi.nu.yan
鼻息如雷 bi.xi.ru.lei
笔下超生 bi.xia.chao.sheng
笔下生花 bi.xia.sheng.hua
比下有馀 bi.xia.you.yu
比下有余 bi.xia.you.yu
必先利其器 bi.xian.li.qi.qi
必先与之 bi.xian.yu.zhi
避凶趋吉 bi.xiong.qu.ji
碧血丹心 bi.xue.dan.xin
秕言谬说 bi.yan.miu.shuo
必也正名 bi.ye.zheng.ming
俾夜作昼 bi.ye.zuo.zhou
鄙夷不屑 bi.yi.bu.xie
敝衣粝食 bi.yi.li.shi
比翼连枝 bi.yi.lian.zhi
比翼齐飞 bi.yi.qi.fei
彼一时 bi.yi.shi
彼一时此一时 bi.yi.shi.ci.yi.shi
弊衣疏食 bi.yi.shu.shi
比翼双飞 bi.yi.shuang.fei
敝衣枵腹 bi.yi.xiao.fu
避影敛迹 bi.ying.lian.ji
避影匿形 bi.ying.ni.xing
必有近忧 bi.you.jin.you
臂有四肘 bi.you.si.zhou
必有我师 bi.you.wo.shi
必有一彪 bi.you.yi.biao
必有一得 bi.you.yi.de
必有一伤 bi.you.yi.shang
必有一失 bi.you.yi.shi
必有勇夫 bi.you.yong.fu
必由之路 bi.you.zhi.lu
鄙于不屑 bi.yu.bu.xie
闭月羞花 bi.yue.xiu.hua
必争之地 bi.zheng.zhi.di
避之若浼 bi.zhi.ruo.mei
比众不同 bi.zhong.bu.tong
避重就轻 bi.zhong.jiu.qing
彼众我寡 bi.zhong.wo.gua
币重言甘 bi.zhong.yan.gan
鼻肿眼青 bi.zhong.yan.qing
避重逐轻 bi.zhong.zhu.qing
弊帚千金 bi.zhou.qian.jin
敝帚千金 bi.zhou.qian.jin
敝帚自享 bi.zhou.zi.xiang
弊帚自珍 bi.zhou.zi.zhen
敝帚自珍 bi.zhou.zi.zhen
俾昼作夜 bi.zhou.zuo.ye
笔诛墨伐 bi.zhu.mo.fa
笔走龙蛇 bi.zou.long.she
婢作夫人 bi.zuo.fu.ren
便把令来行 bian.ba.ling.lai.xing
变本加厉 bian.ben.jia.li
鞭擗进里 bian.bo.jin.li
鞭擗向里 bian.bo.xiang.li
鞭不及腹 bian.bu.ji.fu
辩才无碍 bian.cai.wu.ai
辩才无阂 bian.cai.wu.he
鞭长不及 bian.chang.bu.ji
鞭长不及马腹 bian.chang.bu.ji.ma.fu
鞭长驾远 bian.chang.jia.yuan
鞭长莫及 bian.chang.mo.ji
边尘不惊 bian.chen.bu.jing
便成仁 bian.cheng.ren
便辞巧说 bian.ci.qiao.shuo
遍地开花 bian.di.kai.hua
变动不居 bian.dong.bu.ju
变风改俗 bian.feng.gai.su
抃风舞润 bian.feng.wu.run
抃风儛润 bian.feng.wu.run
变风易俗 bian.feng.yi.su
变躬迁席 bian.gong.qian.xi
变古乱常 bian.gu.luan.chang
变古易常 bian.gu.yi.chang
变故易常 bian.gu.yi.chang
变古易俗 bian.gu.yi.su
变化不测 bian.hua.bu.ce
变化不穷 bian.hua.bu.qiong
变化多端 bian.hua.duo.duan
变化莫测 bian.hua.mo.ce
变化如神 bian.hua.ru.shen
变化无常 bian.hua.wu.chang
变化无穷 bian.hua.wu.qiong
变幻不测 bian.huan.bu.ce
变幻莫测 bian.huan.mo.ce
变幻无常 bian.huan.wu.chang
变幻无穷 bian.huan.wu.qiong
辩口利辞 bian.kou.li.ci
辩口利舌 bian.kou.li.she
变醨养瘠 bian.li.yang.ji
变脸变色 bian.lian.bian.se
变名易姓 bian.ming.yi.xing
鞭驽策蹇 bian.nu.ce.jian
鞭辟近里 bian.pi.jin.li
鞭辟入里 bian.pi.ru.li
鞭辟向里 bian.pi.xiang.li
鞭辟着里 bian.pi.zhuo.li
辨日炎凉 bian.ri.yan.liang
变容改俗 bian.rong.gai.su
辨如悬河 bian.ru.xuan.he
辨若悬河 bian.ruo.xuan.he
变色易容 bian.se.yi.rong
变色之言 bian.se.zhi.yan
变生不测 bian.sheng.bu.ce
变生肘腋 bian.sheng.zhou.ye
鞭丝帽影 bian.si.mao.ying
变俗易教 bian.su.yi.jiao
变态百出 bian.tai.bai.chu
变贪厉薄 bian.tan.li.bao
遍体鳞伤 bian.ti.lin.shang
变危为安 bian.wei.wei.an
辨物居方 bian.wu.ju.fang
变心易虑 bian.xin.yi.lv
变炫无穷 bian.xuan.wu.qiong
变颜变色 bian.yan.bian.se
便宜行事 bian.yi.xing.shi
砭庸针俗 bian.yong.zhen.su
鞭约近里 bian.yue.jin.li
彪炳千古 biao.bing.qian.gu
飙发电举 biao.fa.dian.ju
膘肥体壮 biao.fei.ti.zhuang
飙举电至 biao.ju.dian.zhi
表里不一 biao.li.bu.yi
表里如一 biao.li.ru.yi
表里山河 biao.li.shan.he
表里受敌 biao.li.shou.di
表里为奸 biao.li.wei.jian
表里相符 biao.li.xiang.fu
表里相济 biao.li.xiang.ji
表里相依 biao.li.xiang.yi
表里相应 biao.li.xiang.ying
表里一致 biao.li.yi.zhi
摽梅之年 biao.mei.zhi.nian
表面文章 biao.mian.wen.zhang
标情夺趣 biao.qing.duo.qu
标同伐异 biao.tong.fa.yi
标新创异 biao.xin.chuang.yi
标新竞异 biao.xin.jing.yi
标新立异 biao.xin.li.yi
标新领异 biao.xin.ling.yi
标新竖异 biao.xin.shu.yi
彪形大汉 biao.xing.da.han
标枝野鹿 biao.zhi.ye.lu
表壮不如里壮 biao.zhuang.bu.ru.li.zhuang
别抱琵琶 bie.bao.pi.pa
别财异居 bie.cai.yi.ju
别出机杼 bie.chu.ji.zhu
别出手眼 bie.chu.shou.yan
别出心裁 bie.chu.xin.cai
别出新裁 bie.chu.xin.cai
别出新意 bie.chu.xin.yi
别创一格 bie.chuang.yi.ge
别风淮雨 bie.feng.huai.yu
别鹤孤鸾 bie.he.gu.luan
别鹤离鸾 bie.he.li.luan
别籍异财 bie.ji.yi.cai
别籍异居 bie.ji.yi.ju
别具肺肠 bie.ju.fei.chang
别具慧眼 bie.ju.hui.yan
别具匠心 bie.ju.jiang.xin
别具手眼 bie.ju.shou.yan
别具心肠 bie.ju.xin.chang
别居异财 bie.ju.yi.cai
别具一格 bie.ju.yi.ge
别具只眼 bie.ju.zhi.yan
别开生面 bie.kai.sheng.mian
别开蹊径 bie.kai.xi.jing
别开一格 bie.kai.yi.ge
别来无恙 bie.lai.wu.yang
别类分门 bie.lei.fen.men
别生枝节 bie.sheng.zhi.jie
别树一旗 bie.shu.yi.qi
别树一帜 bie.shu.yi.zhi
别无长物 bie.wu.chang.wu
别无二致 bie.wu.er.zhi
别无分店 bie.wu.fen.dian
别有洞天 bie.you.dong.tian
别有肺肠 bie.you.fei.chang
别有风趣 bie.you.feng.qu
别有风味 bie.you.feng.wei
别有人间 bie.you.ren.jian
别有天地 bie.you.tian.di
别有心肠 bie.you.xin.chang
别有心肝 bie.you.xin.gan
别有用心 bie.you.yong.xin
别有滋味 bie.you.zi.wei
别置一喙 bie.zhi.yi.hui
彬彬济济 bin.bin.ji.ji
彬彬有礼 bin.bin.you.li
宾餞日月 bin.jian.ri.yue
宾客如云 bin.ke.ru.yun
宾客迎门 bin.ke.ying.men
宾客盈门 bin.ke.ying.men
宾来如归 bin.lai.ru.gui
鬓乱钗横 bin.luan.chai.heng
宾朋满座 bin.peng.man.zuo
宾入如归 bin.ru.ru.gui
宾至如归 bin.zhi.ru.gui
兵败如山倒 bing.bai.ru.shan.dao
秉笔直书 bing.bi.zhi.shu
病病歪歪 bing.bing.wai.wai
兵不接刃 bing.bu.jie.ren
兵不血刃 bing.bu.xue.ren
兵不厌诈 bing.bu.yan.zha
兵不由将 bing.bu.you.jiang
兵藏武库 bing.cang.wu.ku
兵藏武库马入华山 bing.cang.wu.ku.ma.ru.hua.shan
兵车之会 bing.che.zhi.hui
病从口入 bing.cong.kou.ru
并存不悖 bing.cun.bu.bei
并蒂芙蓉 bing.di.fu.rong
冰冻三尺 bing.dong.san.chi
冰冻三尺非一日之寒 bing.dong.san.chi.fei.yi.ri.zhi.han
兵多将广 bing.duo.jiang.guang
兵多者败 bing.duo.zhe.bai
兵戈扰攘 bing.ge.rao.rang
秉公办理 bing.gong.ban.li
秉公灭私 bing.gong.mie.si
秉公无私 bing.gong.wu.si
病骨支离 bing.gu.zhi.li
兵贵神速 bing.gui.shen.su
兵贵先声 bing.gui.xian.sheng
冰寒于水 bing.han.yu.shui
冰壶秋月 bing.hu.qiu.yue
兵荒马乱 bing.huang.ma.luan
兵慌马乱 bing.huang.ma.luan
冰魂素魄 bing.hun.su.po
冰魂雪魄 bing.hun.xue.po
病急乱投医 bing.ji.luan.tou.yi
冰肌雪肠 bing.ji.xue.chang
冰肌玉骨 bing.ji.yu.gu
并驾齐驱 bing.jia.qi.qu
并疆兼巷 bing.jiang.jian.xiang
冰解的破 bing.jie.di.po
冰解冻释 bing.jie.dong.shi
冰解壤分 bing.jie.rang.fen
冰洁玉清 bing.jie.yu.qing
冰洁渊清 bing.jie.yuan.qing
冰解云散 bing.jie.yun.san
兵精粮足 bing.jing.liang.zu
兵来将挡 bing.lai.jiang.dang
兵来将挡水来土掩 bing.lai.jiang.dang.shui.lai.tu.yan
兵来将敌 bing.lai.jiang.di
兵来将敌水来土堰 bing.lai.jiang.di.shui.lai.tu.yan
兵来将迎 bing.lai.jiang.ying
兵来将迎水来土堰 bing.lai.jiang.ying.shui.lai.tu.yan
兵连祸接 bing.lian.huo.jie
兵连祸结 bing.lian.huo.jie
兵临城下 bing.lin.cheng.xia
兵马未动 bing.ma.wei.dong
兵马未动粮草先行 bing.ma.wei.dong.liang.cao.xian.xing
病民蛊国 bing.min.gu.guo
病民害国 bing.min.hai.guo
病魔缠身 bing.mo.chan.shen
屏气敛息 bing.qi.lian.xi
屏气凝神 bing.qi.ning.shen
兵强将勇 bing.qiang.jiang.yong
兵强马壮 bing.qiang.ma.zhuang
兵强则灭 bing.qiang.ze.mie
冰清水冷 bing.qing.shui.leng
冰清玉粹 bing.qing.yu.cui
冰清玉洁 bing.qing.yu.jie
冰清玉润 bing.qing.yu.run
并驱争先 bing.qu.zheng.xian
并日而食 bing.ri.er.shi
并容徧覆 bing.rong.bian.fu
兵戎相见 bing.rong.xiang.jian
病入膏肓 bing.ru.gao.huang
病入骨隨 bing.ru.gu.sui
病入骨髓 bing.ru.gu.sui
炳如观火 bing.ru.guan.huo
炳如日星 bing.ru.ri.xing
炳若观火 bing.ruo.guan.huo
冰散瓦解 bing.san.wa.jie
冰山难靠 bing.shan.nan.kao
屏声息气 bing.sheng.xi.qi
并世无两 bing.shi.wu.liang
冰炭不同炉 bing.tan.bu.tong.lu
冰炭不同器 bing.tan.bu.tong.qi
冰炭不投 bing.tan.bu.tou
冰炭不相容 bing.tan.bu.xiang.rong
冰炭不言 bing.tan.bu.yan
冰炭不言冷热自明 bing.tan.bu.yan.leng.re.zi.ming
冰天雪地 bing.tian.xue.di
冰天雪窖 bing.tian.xue.jiao
冰天雪窑 bing.tian.xue.yao
兵微将寡 bing.wei.jiang.gua
并威偶势 bing.wei.ou.shi
兵未血刃 bing.wei.xue.ren
并为一谈 bing.wei.yi.tan
兵闻拙速 bing.wen.zhuo.su
兵无常势 bing.wu.chang.shi
兵无常形 bing.wu.chang.xing
兵无血刃 bing.wu.xue.ren
冰消冻解 bing.xiao.dong.jie
兵销革偃 bing.xiao.ge.yan
冰消瓦解 bing.xiao.wa.jie
冰销雾散 bing.xiao.wu.san
冰消雾散 bing.xiao.wu.san
冰消雪释 bing.xiao.xue.shi
冰销叶散 bing.xiao.ye.san
冰消云散 bing.xiao.yun.san
并行不悖 bing.xing.bu.bei
兵行诡道 bing.xing.gui.dao
禀性难移 bing.xing.nan.yi
秉性难移 bing.xing.nan.yi
兵凶战危 bing.xiong.zhan.wei
冰雪聪明 bing.xue.cong.ming
秉要执本 bing.yao.zhi.ben
兵在其颈 bing.zai.qi.jing
并赃拿贼 bing.zang.na.zei
秉烛待旦 bing.zhu.dai.dan
炳烛夜游 bing.zhu.ye.you
秉烛夜游 bing.zhu.ye.you
跛鳖千里 bo.bie.qian.li
博采众长 bo.cai.zhong.chang
博采众议 bo.cai.zhong.yi
拨草寻蛇 bo.cao.xun.she
拨草瞻风 bo.cao.zhan.feng
剥床及肤 bo.chuang.ji.fu
薄唇轻言 bo.chun.qing.yan
博大精深 bo.da.jing.shen
伯道无儿 bo.dao.wu.er
踣地呼天 bo.di.hu.tian
博而不精 bo.er.bu.jing
博而寡要 bo.er.gua.yao
剥肤及髓 bo.fu.ji.sui
剥肤之痛 bo.fu.zhi.tong
剥肤椎髓 bo.fu.zhui.sui
伯歌季舞 bo.ge.ji.wu
博古通今 bo.gu.tong.jin
波光粼粼 bo.guang.lin.lin
波骇云属 bo.hai.yun.zhu
薄寒中人 bo.han.zhong.ren
剥极必复 bo.ji.bi.fu
擘肌分理 bo.ji.fen.li
剥极将复 bo.ji.jiang.fu
薄技在身 bo.ji.zai.shen
剥极则复 bo.ji.ze.fu
剥茧抽丝 bo.jian.chou.si
波谲云诡 bo.jue.yun.gui
播穅眯目 bo.kang.mi.mu
播糠眯目 bo.kang.mi.mu
博览古今 bo.lan.gu.jin
波澜老成 bo.lan.lao.cheng
博览群书 bo.lan.qun.shu
博览五车 bo.lan.wu.che
波澜壮阔 bo.lan.zhuang.kuo
伯劳飞燕 bo.lao.fei.yan
伯乐相马 bo.le.xiang.ma
伯乐一顾 bo.le.yi.gu
擘两分星 bo.liang.fen.xing
波流茅靡 bo.liu.mao.mi
拨乱反正 bo.luan.fan.zheng
拨乱反治 bo.luan.fan.zhi
拨乱为治 bo.luan.wei.zhi
薄命佳人 bo.ming.jia.ren
薄暮冥冥 bo.mu.ming.ming
搏牛之虻 bo.niu.zhi.meng
播弄是非 bo.nong.shi.fei
博洽多闻 bo.qia.duo.wen
勃然变色 bo.ran.bian.se
勃然大怒 bo.ran.da.nu
勃然奋励 bo.ran.fen.li
博识多通 bo.shi.duo.tong
博施济众 bo.shi.ji.zhong
博士买驴 bo.shi.mai.lv
搏手无策 bo.shou.wu.ce
博硕肥腯 bo.shuo.fei.dun
波涛汹涌 bo.tao.xiong.yong
博通经籍 bo.tong.jing.ji
簸土扬沙 bo.tu.yang.sha
拨万论千 bo.wan.lun.qian
拨万轮千 bo.wan.lun.qian
博闻辩言 bo.wen.bian.yan
博闻多识 bo.wen.duo.shi
博闻强记 bo.wen.qiang.ji
博闻强识 bo.wen.qiang.zhi
博闻强志 bo.wen.qiang.zhi
博文约礼 bo.wen.yue.li
博物多闻 bo.wu.duo.wen
博物君子 bo.wu.jun.zi
博物洽闻 bo.wu.qia.wen
薄物细故 bo.wu.xi.gu
渤澥桑田 bo.xie.sang.tian
博学多才 bo.xue.duo.cai
博学多闻 bo.xue.duo.wen
博学洽闻 bo.xue.qia.wen
伯埙仲篪 bo.xun.zhong.chi
卜夜卜昼 bo.ye.bo.zhou
博弈犹贤 bo.yi.you.xian
拨雨撩云 bo.yu.liao.yun
伯玉知非 bo.yu.zhi.fei
拨云见日 bo.yun.jian.ri
拨云撩雨 bo.yun.liao.yu
伯仲叔季 bo.zhong.shu.ji
伯仲之间 bo.zhong.zhi.jian
波属云委 bo.zhu.yun.wei
拨嘴撩牙 bo.zui.liao.ya
不按君臣 bu.an.jun.chen
不安其室 bu.an.qi.shi
不安于室 bu.an.yu.shi
不安于位 bu.an.yu.wei
不拔一毛 bu.ba.yi.mao
不拔之志 bu.ba.zhi.zhi
不败之地 bu.bai.zhi.di
